year,month,day,HORA (HHMM),value
13,09,01,0100,184.0
13,09,02,1900,307.0
13,09,03,0000,311.0
13,09,04,2300,292.0
13,09,05,0100,229.0
13,09,06,2300,260.0
13,09,07,0100,222.0
13,09,08,1000,181.0
13,09,09,0600,213.0
13,09,10,1900,191.0
13,09,11,0700,247.0
13,09,12,2300,439.0
13,09,13,2200,540.0
13,09,14,2300,481.0
13,09,15,2100,497.0
13,09,16,0000,285.0
13,09,17,2300,187.0
13,09,18,0000,212.0
13,09,19,2300,121.0
13,09,20,2100,120.0
13,09,21,2100,209.0
13,09,22,2200,265.0
13,09,23,2200,291.0
13,09,24,2000,388.0
13,09,25,0600,232.0
13,09,26,2100,349.0
13,09,27,2300,394.0
13,09,28,0000,321.0
13,09,29,2300,304.0
13,09,30,0000,299.0
13,10,01,2100,133.0
13,10,02,2200,182.0
13,10,03,0600,194.0
13,10,04,1900,76.0
13,10,05,2000,86.0
13,10,06,2100,105.0
13,10,07,2100,185.0
13,10,08,0000,188.0
13,10,09,1800,61.0
13,10,10,2100,321.0
13,10,11,0000,175.0
13,10,12,0600,75.0
13,10,13,1900,91.0
13,10,14,1800,94.0
13,10,15,2000,81.0
13,10,16,0600,76.0
13,10,17,0000,65.0
13,10,18,2100,140.0
13,10,19,0100,47.0
13,10,20,1900,65.0
13,10,21,1900,94.0
13,10,22,2000,83.0
13,10,23,2300,281.0
13,10,24,0000,138.0
13,10,25,2000,61.0
13,10,26,2300,98.0
13,10,27,2200,106.0
13,10,28,2100,239.0
13,10,29,0600,108.0
13,10,30,0600,92.0
13,10,31,2300,74.0
13,11,01,0100,46.0
13,11,02,2200,152.0
13,11,03,2300,86.0
13,11,04,0100,99.0
13,11,05,0600,56.0
13,11,06,2000,37.0
13,11,07,2100,80.0
13,11,08,2100,312.0
13,11,09,0000,185.0
13,11,10,2200,58.0
13,11,11,2000,100.0
13,11,12,2200,130.0
13,11,13,0600,147.0
13,11,14,0100,69.0
13,11,15,1900,49.0
13,11,16,0200,62.0
13,11,17,2000,58.0
13,11,18,0800,41.0
13,11,19,2000,34.0
13,11,20,2000,38.0
13,11,21,2000,53.0
13,11,22,2000,47.0
13,11,23,2100,59.0
13,11,24,2300,126.0
13,11,25,0000,170.0
13,11,26,2200,89.0
13,11,27,2000,46.0
13,11,28,0600,35.0
13,11,29,2200,39.0
13,11,30,0100,42.0
13,12,01,1900,43.0
13,12,02,0700,42.0
13,12,03,2000,49.0
13,12,04,2100,51.0
13,12,05,0500,46.0
13,12,06,0000,40.0
13,12,07,2100,34.0
13,12,08,2300,36.0
13,12,09,0600,37.0
13,12,10,2300,41.0
13,12,11,0600,26.0
13,12,12,2100,34.0
13,12,13,0600,20.0
13,12,14,2100,17.0
13,12,15,2100,16.0
13,12,16,0600,23.0
13,12,17,2000,24.0
13,12,18,0600,17.0
13,12,19,0700,42.0
13,12,20,2200,14.0
13,12,21,0700,16.0
13,12,22,2200,30.0
13,12,23,2300,21.0
13,12,24,2000,19.0
13,12,25,2100,27.0
13,12,26,2000,17.0
13,12,27,1900,28.0
13,12,28,2100,30.0
13,12,29,2000,39.0
13,12,30,2000,20.0
13,12,31,2100,93.0
14,01,01,2100,43.0
14,01,02,2200,88.0
14,01,03,2100,40.0
14,01,04,0700,24.0
14,01,05,2000,19.0
14,01,06,1900,24.0
14,01,07,1900,22.0
14,01,08,2000,71.0
14,01,09,2100,27.0
14,01,10,2200,30.0
14,01,11,0200,22.0
14,01,12,0100,23.0
14,01,13,0700,12.0
14,01,14,2200,17.0
14,01,15,0500,14.0
14,01,16,2000,10.0
14,01,17,1900,34.0
14,01,18,0600,23.0
14,01,19,0000,11.0
14,01,20,2100,36.0
14,01,21,2100,35.0
14,01,22,2200,73.0
14,01,23,2000,103.0
14,01,24,0000,55.0
14,01,25,0000,29.0
14,01,26,1200,16.0
14,01,27,2100,25.0
14,01,28,0600,21.0
14,01,29,1600,55.0
14,01,30,1600,30.0
14,01,31,1600,28.0
14,02,01,2000,59.0
14,02,02,2200,28.0
14,02,03,2000,33.0
14,02,04,0800,64.0
14,02,05,2000,29.0
14,02,06,2000,53.0
14,02,07,1900,35.0
14,02,08,2100,30.0
14,02,09,2100,33.0
14,02,10,0600,59.0
14,02,11,2100,43.0
14,02,12,2100,112.0
14,02,13,0500,67.0
14,02,14,0600,88.0
14,02,15,0600,46.0
14,02,16,0700,33.0
14,02,17,0600,15.0
14,02,18,2200,76.0
14,02,19,2300,73.0
14,02,20,0600,43.0
14,02,21,2000,33.0
14,02,22,0700,26.0
14,02,23,2000,30.0
14,02,24,2100,151.0
14,02,25,0600,80.0
14,02,26,0600,48.0
14,02,27,1900,37.0
14,02,28,2000,124.0
14,03,01,0600,29.0
14,03,02,0600,27.0
14,03,03,0600,71.0
14,03,04,0800,41.0
14,03,05,1100,17.0
14,03,06,2000,38.0
14,03,07,0600,74.0
14,03,08,2100,42.0
14,03,09,1900,43.0
14,03,10,0600,84.0
14,03,11,0600,62.0
14,03,12,2000,106.0
14,03,13,0600,42.0
14,03,14,2100,93.0
14,03,15,1800,140.0
14,03,16,2000,112.0
14,03,17,2000,122.0
14,03,18,2300,157.0
14,03,19,0000,101.0
14,03,20,1900,66.0
14,03,21,1900,66.0
14,03,22,0800,30.0
14,03,23,2100,225.0
14,03,24,0000,153.0
14,03,25,0700,73.0
14,03,26,2000,91.0
14,03,27,1900,73.0
14,03,28,2100,154.0
14,03,29,1900,160.0
14,03,30,1900,99.0
14,03,31,2200,468.0
14,04,01,2300,457.0
14,04,02,2200,426.0
14,04,03,0900,328.0
14,04,04,2000,364.0
14,04,05,2200,293.0
14,04,06,2100,301.0
14,04,07,0700,260.0
14,04,08,0600,103.0
14,04,09,0600,191.0
14,04,10,2100,108.0
14,04,11,2200,376.0
14,04,12,0700,348.0
14,04,13,2000,113.0
14,04,14,0600,103.0
14,04,15,2000,74.0
14,04,16,1900,181.0
14,04,17,1600,101.0
14,04,18,1800,151.0
14,04,19,2300,209.0
14,04,20,2300,239.0
14,04,21,0200,290.0
14,04,22,2000,307.0
14,04,23,2100,183.0
14,04,24,2300,406.0
14,04,25,0800,329.0
14,04,26,0100,92.0
14,04,27,2100,202.0
14,04,28,2100,103.0
14,04,29,0100,131.0
14,04,30,1900,100.0
14,05,01,2100,302.0
14,05,02,0800,183.0
14,05,03,1700,176.0
14,05,04,2000,169.0
14,05,05,2300,139.0
14,05,06,1800,377.0
14,05,07,2200,262.0
14,05,08,1800,378.0
14,05,09,1900,173.0
14,05,10,2000,333.0
14,05,11,0800,142.0
14,05,12,2200,161.0
14,05,13,0000,145.0
14,05,14,2200,440.0
14,05,15,0000,336.0
14,05,16,2300,237.0
14,05,17,2200,328.0
14,05,18,0200,129.0
14,05,19,2100,152.0
14,05,20,2200,304.0
14,05,21,2300,455.0
14,05,22,0200,411.0
14,05,23,1800,92.0
14,05,24,0800,188.0
14,05,25,1200,105.0
14,05,26,1700,97.0
14,05,27,2300,401.0
14,05,28,0100,554.0
14,05,29,0100,179.0
14,05,30,1600,237.0
14,05,31,2200,318.0
14,06,01,2300,236.0
14,06,02,0000,221.0
14,06,03,1800,336.0
14,06,04,2100,469.0
14,06,05,0800,377.0
14,06,06,0100,242.0
14,06,07,2200,338.0
14,06,08,0200,193.0
14,06,09,1500,217.0
14,06,10,2300,373.0
14,06,11,0000,220.0
14,06,12,0800,208.0
14,06,13,1900,313.0
14,06,14,2100,253.0
14,06,15,0000,244.0
14,06,16,2000,945.0
14,06,17,0000,945.0
14,06,18,0000,945.0
14,06,19,0000,0.0
14,06,20,0000,0.0
14,06,21,,
14,06,22,,
14,06,23,1900,110.0
14,06,24,0100,78.0
14,06,25,2000,120.0
14,06,26,2100,91.0
14,06,27,2200,81.0
14,06,28,2100,180.0
14,06,29,2300,275.0
14,06,30,0000,241.0
14,07,01,2000,333.0
14,07,02,0100,184.0
14,07,03,2100,116.0
14,07,04,2100,407.0
14,07,05,0900,348.0
14,07,06,1900,111.0
14,07,07,1900,197.0
14,07,08,1700,153.0
14,07,09,0800,106.0
14,07,10,2200,82.0
14,07,11,1800,124.0
14,07,12,2000,79.0
14,07,13,2100,144.0
14,07,14,2000,111.0
14,07,15,2000,258.0
14,07,16,2200,225.0
14,07,17,0000,118.0
14,07,18,1800,175.0
14,07,19,2000,288.0
14,07,20,1900,345.0
14,07,21,2000,461.0
14,07,22,0800,406.0
14,07,23,0000,310.0
14,07,24,1900,274.0
14,07,25,1900,324.0
14,07,26,2300,475.0
14,07,27,0000,577.0
14,07,28,2100,396.0
14,07,29,2200,306.0
14,07,30,0000,284.0
14,07,31,2000,442.0
14,08,01,2000,333.0
14,08,02,0100,184.0
14,08,03,2100,116.0
14,08,04,2100,407.0
14,08,05,0900,348.0
14,08,06,1900,111.0
14,08,07,1900,197.0
14,08,08,1700,153.0
14,08,09,0800,106.0
14,08,10,2200,82.0
14,08,11,1800,124.0
14,08,12,2000,79.0
14,08,13,2100,144.0
14,08,14,2000,111.0
14,08,15,2000,258.0
14,08,16,2200,225.0
14,08,17,0000,118.0
14,08,18,1800,175.0
14,08,19,2000,288.0
14,08,20,1900,345.0
14,08,21,2000,461.0
14,08,22,0800,406.0
14,08,23,0000,310.0
14,08,24,1900,274.0
14,08,25,1900,324.0
14,08,26,2300,475.0
14,08,27,0000,577.0
14,08,28,2100,396.0
14,08,29,2200,306.0
14,08,30,0000,284.0
14,08,31,2000,442.0
14,09,01,0000,396.0
14,09,02,0200,325.0
14,09,03,0000,283.0
14,09,04,2100,516.0
14,09,05,0000,376.0
14,09,06,2000,92.0
14,09,07,0000,154.0
14,09,08,0800,177.0
14,09,09,1900,103.0
14,09,10,2000,82.0
14,09,11,0600,109.0
14,09,12,1800,82.0
14,09,13,0800,75.0
14,09,14,1900,57.0
14,09,15,0700,73.0
14,09,16,2300,54.0
14,09,17,1900,58.0
14,09,18,2200,92.0
14,09,19,2100,121.0
14,09,20,2100,233.0
14,09,21,0100,111.0
14,09,22,2000,110.0
14,09,23,0600,131.0
14,09,24,1900,113.0
14,09,25,1900,111.0
14,09,26,0600,229.0
14,09,27,2200,210.0
14,09,28,0000,110.0
14,09,29,0700,129.0
14,09,30,2200,409.0
14,10,01,2000,343.0
14,10,02,0600,283.0
14,10,03,0600,272.0
14,10,04,2100,54.0
14,10,05,1900,61.0
14,10,06,2100,80.0
14,10,07,0600,279.0
14,10,08,2000,190.0
14,10,09,2100,70.0
14,10,10,0000,90.0
14,10,11,2200,70.0
14,10,12,1600,71.0
14,10,13,2000,102.0
14,10,14,2200,177.0
14,10,15,1900,96.0
14,10,16,2100,85.0
14,10,17,1800,147.0
14,10,18,2300,125.0
14,10,19,1900,132.0
14,10,20,1000,106.0
14,10,21,0700,132.0
14,10,22,1900,71.0
14,10,23,0600,188.0
14,10,24,0600,42.0
14,10,25,2000,49.0
14,10,26,0100,37.0
14,10,27,2000,48.0
14,10,28,2000,68.0
14,10,29,2100,118.0
14,10,30,2200,168.0
14,10,31,2100,157.0
14,11,01,0000,291.408
14,11,02,0000,281.617
14,11,03,0000,154.325
14,11,04,1900,61.7667
14,11,05,1900,65.3224
14,11,06,2100,102.031
14,11,07,1800,47.145
14,11,08,2000,41.1833
14,11,09,2000,43.45
14,11,10,2000,47.2108
14,11,11,2000,42.1117
14,11,12,0200,31.7633
14,11,13,2000,27.4525
14,11,14,2000,23.0383
14,11,15,2200,54.6667
14,11,16,0100,22.7567
14,11,17,1800,62.1992
14,11,18,2000,38.8517
14,11,19,2100,44.2833
14,11,20,2300,62.4925
14,11,21,0000,47.2491
14,11,22,2200,72.948
14,11,23,0200,45.3842
14,11,24,2100,28.7917
14,11,25,2200,32.5358
14,11,26,2200,93.0933
14,11,27,0600,60.43
14,11,28,2000,89.2333
14,11,29,2000,45.1333
14,11,30,2000,46.1292
14,12,01,2200,41.7308
14,12,02,0500,42.0083
14,12,03,2200,38.4399
14,12,04,0600,31.1658
14,12,05,0800,28.8208
14,12,06,2200,32.4275
14,12,07,2200,25.3833
14,12,08,1900,33.2875
14,12,09,2100,109.767
14,12,10,0100,90.6958
14,12,11,2100,59.1299
14,12,12,0500,50.7733
14,12,13,2100,47.3842
14,12,14,2200,35.0875
14,12,15,2100,22.2367
14,12,16,2200,20.6033
14,12,17,0600,27.5483
14,12,18,1900,86.0625
14,12,19,2100,48.8849
14,12,20,2200,56.3567
14,12,21,2100,64.459
14,12,22,0000,38.3617
14,12,23,0900,19.4333
14,12,24,2000,39.4358
14,12,25,1900,28.3717
14,12,26,2000,37.1308
14,12,27,1000,33.96
14,12,28,1100,52.3008
14,12,29,2100,39.79
14,12,30,2000,64.5
14,12,31,2300,58.3857
15,01,01,2200,94.0
15,01,02,2200,34.0
15,01,03,0600,31.0
15,01,04,1800,24.0
15,01,05,2000,22.0
15,01,06,2000,25.0
15,01,07,2000,25.0
15,01,08,2100,24.0
15,01,09,2200,18.0
15,01,10,1900,30.0
15,01,11,2300,42.0
15,01,12,0100,43.0
15,01,13,2100,27.0
15,01,14,0600,33.0
15,01,15,2100,16.0
15,01,16,2200,45.0
15,01,17,0700,11.0
15,01,18,2000,71.0
15,01,19,0600,25.0
15,01,20,2100,40.0
15,01,21,0600,30.0
15,01,22,0600,28.0
15,01,23,2000,13.0
15,01,24,2200,10.0
15,01,25,0600,11.0
15,01,26,2000,23.0
15,01,27,0800,47.0
15,01,28,2300,33.0
15,01,29,2200,41.0
15,01,30,0600,13.0
15,01,31,2000,19.0
15,02,01,2000,25.0
15,02,02,0600,26.0
15,02,03,0600,55.0
15,02,04,2300,16.0
15,02,05,0800,17.0
15,02,06,2300,58.0
15,02,07,0600,25.0
15,02,08,2100,34.0
15,02,09,1800,21.0
15,02,10,1900,20.0
15,02,11,2000,44.0
15,02,12,2100,49.0
15,02,13,2100,51.0
15,02,14,2100,30.0
15,02,15,0100,48.0
15,02,16,2100,48.0
15,02,17,2200,56.0
15,02,18,0600,69.0
15,02,19,0600,28.0
15,02,20,0600,32.0
15,02,21,2200,119.0
15,02,22,0000,83.0
15,02,23,2200,23.0
15,02,24,0600,67.0
15,02,25,0600,90.0
15,02,26,2300,17.0
15,02,27,0600,73.0
15,02,28,2300,27.0
15,03,01,0000,27.0
15,03,02,0800,29.0
15,03,03,1000,31.0
15,03,04,1900,38.0
15,03,05,2200,41.0
15,03,06,1900,122.0
15,03,07,2100,81.0
15,03,08,2200,79.0
15,03,09,0600,178.0
15,03,10,0700,39.0
15,03,11,2100,164.0
15,03,12,0700,80.0
15,03,13,1900,38.0
15,03,14,1900,35.0
15,03,15,2100,91.0
15,03,16,0800,130.0
15,03,17,2000,71.0
15,03,18,2100,55.0
15,03,19,2000,89.0
15,03,20,1900,87.0
15,03,21,2100,205.0
15,03,22,2100,311.0
15,03,23,0700,239.0
15,03,24,0700,220.0
15,03,25,2000,332.0
15,03,26,0800,169.0
15,03,27,0000,131.0
15,03,28,1800,84.0
15,03,29,2000,54.0
15,03,30,2000,50.0
15,03,31,2100,114.0
15,04,01,2100,69.0
15,04,02,1800,65.0
15,04,03,2000,143.508
15,04,04,2300,148.492
15,04,05,2100,454.283
15,04,06,1900,428.875
15,04,07,0800,240.842
15,04,08,0000,149.658
15,04,09,2100,65.1266
15,04,10,2100,298.133
15,04,11,0700,161.875
15,04,12,1900,153.992
15,04,13,2100,171.883
15,04,14,2200,265.783
15,04,15,2300,334.325
15,04,16,0000,321.3
15,04,17,2100,129.525
15,04,18,1000,146.508
15,04,19,2300,107.746
15,04,20,2000,87.5724
15,04,21,0700,56.3932
15,04,22,0700,33.6274
15,04,23,2200,32.5008
15,04,24,1900,45.2175
15,04,25,1800,79.8766
15,04,26,2300,119.933
15,04,27,1800,162.108
15,04,28,2000,193.698
15,04,29,0000,130.75
15,04,30,2300,39.2333
15,05,01,2300,116.151
15,05,02,0000,104.458
15,05,03,2300,25.2717
15,05,04,1900,71.0132
15,05,05,0700,236.833
15,05,06,0000,216.458
15,05,07,2300,243.458
15,05,08,0000,183.617
15,05,09,2200,118.608
15,05,10,0800,93.3507
15,05,11,2100,143.592
15,05,12,0800,93.6425
15,05,13,0700,29.9683
15,05,14,1100,36.0258
15,05,15,1800,53.6558
15,05,16,2200,49.6583
15,05,17,2300,71.2291
15,05,18,1800,163.292
15,05,19,1900,126.442
15,05,20,0000,47.0667
15,05,21,2200,12.1112
15,05,22,2000,27.6875
15,05,23,0800,62.0
15,05,24,1600,48.0
15,05,25,2200,158.0
15,05,26,1900,298.8
15,05,27,2100,366.0
15,05,28,0800,202.0
15,05,29,1800,107.3
15,05,30,1900,193.2
15,05,31,2000,204.4
15,06,01,0800,128.0
15,06,02,1900,375.5
15,06,03,2000,186.2
15,06,04,1900,339.8
15,06,05,0700,180.6
15,06,06,0800,163.0
15,06,07,1900,564.196
15,06,08,0800,534.3
15,06,09,0800,506.8
15,06,10,1300,74.0099
15,06,11,0700,144.0
15,06,12,2200,149.7
15,06,13,0000,178.7
15,06,14,2000,42.09
15,06,15,0900,68.58
15,06,16,0900,93.7
15,06,17,2100,160.0
15,06,18,2200,328.3
15,06,19,2300,429.1
15,06,20,0000,243.1
15,06,21,1900,97.1
15,06,22,2100,555.396
15,06,23,2200,721.1
15,06,24,0800,883.0
15,06,25,0000,496.7
15,06,26,1900,391.8
15,06,27,0000,82.5
15,06,28,1900,34.62
15,06,29,2300,99.7997
15,06,30,0000,187.8
15,07,01,1800,174.8
15,07,02,1000,310.3
15,07,03,2000,389.1
15,07,04,0900,960.0
15,07,05,0100,446.8
15,07,06,0000,250.8
15,07,07,0900,406.0
15,07,08,1000,320.7
15,07,09,0700,285.9
15,07,10,0900,134.8
15,07,11,1800,109.4
15,07,12,0800,105.2
15,07,13,0800,126.0
15,07,14,2100,103.0
15,07,15,0900,343.6
15,07,16,1800,264.1
15,07,17,1400,100.5
15,07,18,2200,160.7
15,07,19,1900,57.5099
15,07,20,0900,110.7
15,07,21,1900,112.7
15,07,22,0700,121.5
15,07,23,2300,129.9
15,07,24,1900,204.1
15,07,25,1000,280.5
15,07,26,2300,202.7
15,07,27,1800,185.4
15,07,28,0800,181.3
15,07,29,0800,327.3
15,07,30,1900,242.4
15,07,31,2100,313.1
15,08,01,1900,239.7
15,08,02,0900,157.9
15,08,03,2100,158.9
15,08,04,2100,268.9
15,08,05,2100,158.9
15,08,06,0800,284.9
15,08,07,2300,246.8
15,08,08,2000,271.5
15,08,09,0900,315.4
15,08,10,0700,406.0
15,08,11,2300,160.9
15,08,12,2200,716.0
15,08,13,0000,381.0
15,08,14,2100,120.8
15,08,15,0000,60.4399
15,08,16,1700,82.0
15,08,17,2100,280.6
15,08,18,0700,210.5
15,08,19,0700,315.8
15,08,20,1900,615.897
15,08,21,1900,428.8
15,08,22,2200,121.5
15,08,23,1700,192.2
15,08,24,2000,385.7
15,08,25,1900,265.2
15,08,26,0700,212.9
15,08,27,0800,273.7
15,08,28,2300,121.5
15,08,29,0800,53.59
15,08,30,2300,199.6
15,08,31,0700,315.7
15,09,01,0100,268.0
15,09,02,2000,99.7997
15,09,03,0700,134.1
15,09,04,2200,103.9
15,09,05,1800,53.0699
15,09,06,1900,111.1
15,09,07,0700,85.6
15,09,08,2200,370.4
15,09,09,0000,138.0
15,09,10,0700,107.3
15,09,11,2100,137.5
15,09,12,0000,69.9397
15,09,13,1900,40.4399
15,09,14,2100,243.5
15,09,15,0600,454.3
15,09,16,1900,44.34
15,09,17,2000,110.7
15,09,18,2100,41.42
15,09,19,0100,91.7997
15,09,20,0700,95.7997
15,09,21,0700,503.6
15,09,22,2000,777.8
15,09,23,2100,286.5
15,09,24,0900,201.0
15,09,25,0700,230.9
15,09,26,2300,63.49
15,09,27,1900,72.6598
15,09,28,0600,172.5
15,09,29,1900,135.1
15,09,30,2000,93.7
15,10,01,0700,298.8
15,10,02,2000,524.1
15,10,03,2300,472.6
15,10,04,0000,414.2
15,10,05,0600,66.1897
15,10,06,0600,88.5
15,10,07,2100,81.7
15,10,08,0600,253.1
15,10,09,2000,324.6
15,10,10,2200,297.1
15,10,11,0100,165.7
15,10,12,0900,124.3
15,10,13,0600,100.1
15,10,14,2000,61.89
15,10,15,2100,78.72
15,10,16,0600,88.6
15,10,17,2200,119.2
15,10,18,2100,38.33
15,10,19,1700,46.34
15,10,20,2000,33.95
15,10,21,1900,239.3
15,10,22,0700,222.0
15,10,23,0600,27.16
15,10,24,2300,141.6
15,10,25,0000,110.0
15,10,26,2000,41.42
15,10,27,2100,109.3
15,10,28,2000,42.09
15,10,29,2100,35.3
15,10,30,2100,83.5
15,10,31,2100,105.9
15,11,01,2300,65.85
15,11,02,2200,40.54
15,11,03,2000,92.2997
15,11,04,0600,72.62
15,11,05,1800,448.6
15,11,06,0600,47.87
15,11,07,2000,20.37
15,11,08,2000,25.68
15,11,09,0600,73.3197
15,11,10,2100,157.6
15,11,11,0600,15.63
15,11,12,1800,22.41
15,11,13,0900,16.31
15,11,14,2200,24.44
15,11,15,2300,44.49
15,11,16,0700,41.73
15,11,17,2100,104.3
15,11,18,1900,51.61
15,11,19,1900,41.42
15,11,20,2100,68.9297
15,11,21,0000,102.0
15,11,22,0200,60.39
15,11,23,2100,38.03
15,11,24,0000,47.53
15,11,25,2000,32.59
15,11,26,0600,38.58
15,11,27,2200,28.53
15,11,28,2000,48.91
15,11,29,0000,17.65
15,11,30,2000,42.78
15,12,01,2100,101.9
15,12,02,0800,37.5099
15,12,03,2100,14.53
15,12,04,2100,26.99
15,12,05,0100,35.31
15,12,06,2000,41.42
15,12,07,2200,43.14
15,12,08,2000,20.37
15,12,09,0600,20.37
15,12,10,0800,16.97
15,12,11,0700,24.44
15,12,12,2100,29.19
15,12,13,2000,42.09
15,12,14,2200,63.14
15,12,15,2100,22.13
15,12,16,2100,42.09
15,12,17,2300,52.52
15,12,18,0000,66.5298
15,12,19,2200,14.93
15,12,20,1900,26.48
15,12,21,0800,31.91
15,12,22,2100,29.19
15,12,23,0800,31.58
15,12,24,2000,59.74
15,12,25,1300,35.65
15,12,26,1100,29.52
15,12,27,2100,24.49
15,12,28,2000,39.4
15,12,29,2000,20.68
15,12,30,2200,53.97
15,12,31,2200,43.46
16,01,01,0000,62.47
16,01,02,2000,23.41
16,01,03,0600,18.33
16,01,04,2300,74.6897
16,01,05,0000,48.21
16,01,06,2200,21.73
16,01,07,0600,27.52
16,01,08,0600,22.2
16,01,09,2100,10.51
16,01,10,0000,10.86
16,01,11,1300,9.50998
16,01,12,0900,10.86
16,01,13,1200,2.716
16,01,14,0400,6.78999
16,01,15,2000,13.6
16,01,16,2000,24.04
16,01,17,2100,12.38
16,01,18,0600,16.97
16,01,19,2100,37.35
16,01,20,0600,43.68
16,01,21,0600,36.25
16,01,22,2100,17.65
16,01,23,1800,12.9
16,01,24,2000,21.73
16,01,25,2000,22.08
16,01,26,0600,64.6499
16,01,27,0600,26.48
16,01,28,0000,12.8
16,01,29,2300,43.6299
16,01,30,2100,37.2599
16,01,31,0600,25.38
16,02,01,0600,35.31
16,02,02,0600,44.46
16,02,03,2000,15.27
16,02,04,2100,148.7
16,02,05,0000,79.4397
16,02,06,2200,92.7
16,02,07,0000,35.5
16,02,08,0700,42.1
16,02,09,1100,9.17
16,02,10,0200,14.94
16,02,11,0600,10.19
16,02,12,2000,29.2
16,02,13,2000,15.75
16,02,14,1900,12.13
16,02,15,1900,12.9
16,02,16,2000,21.73
16,02,17,2000,20.69
16,02,18,0900,13.23
16,02,19,0800,17.64
16,02,20,2000,56.34
16,02,21,0100,22.4
16,02,22,2200,54.3199
16,02,23,0600,38.71
16,02,24,0900,23.09
16,02,25,2100,29.19
16,02,26,0700,24.78
16,02,27,2100,60.7
16,02,28,2000,51.93
16,02,29,0600,91.2997
16,03,01,0600,58.03
16,03,02,0600,95.0
16,03,03,0700,22.4
16,03,04,0600,22.64
16,03,05,2100,37.37
16,03,06,2100,25.19
16,03,07,0600,36.66
16,03,08,2100,57.72
16,03,09,0600,100.5
16,03,10,0600,43.11
16,03,11,0600,63.83
16,03,12,2100,112.7
16,03,13,2300,78.08
16,03,14,0600,65.1698
16,03,15,2000,65.1797
16,03,16,2200,74.0
16,03,17,0700,45.49
16,03,18,0700,22.4
16,03,19,0600,55.67
16,03,20,2100,27.84
16,03,21,1900,26.48
16,03,22,0800,16.3
16,03,23,2100,63.8199
16,03,24,0700,84.8999
16,03,25,2000,285.0
16,03,26,0800,107.9
16,03,27,0100,59.41
16,03,28,2300,67.4297
16,03,29,0800,156.8
16,03,30,0000,62.46
16,03,31,2100,93.7
16,04,01,2200,102.1
16,04,02,2100,50.92
16,04,03,2100,67.21
16,04,04,2100,115.4
16,04,05,2100,360.0
16,04,06,0600,105.9
16,04,07,0700,164.3
16,04,08,2200,286.5
16,04,09,2000,422.9
16,04,10,2100,336.0
16,04,11,2000,519.897
16,04,12,0800,321.5
16,04,13,0800,122.2
16,04,14,0700,199.6
16,04,15,1900,108.3
16,04,16,2100,150.4
16,04,17,2000,308.2
16,04,18,0700,133.1
16,04,19,0700,66.8799
16,04,20,0000,59.0699
16,04,21,2100,131.8
16,04,22,0700,250.5
16,04,23,0100,301.8
16,04,24,1900,323.2
16,04,25,1900,607.6
16,04,26,2200,812.0
16,04,27,2000,893.0
16,04,28,0000,393.8
16,04,29,1900,685.697
16,04,30,0800,401.9
16,05,01,2200,828.0
16,05,02,0800,948.0
16,05,03,2100,687.0
16,05,04,1900,688.397
16,05,05,1900,712.3
16,05,06,0900,706.397
16,05,07,2000,520.697
16,05,08,0100,101.8
16,05,09,0700,114.1
16,05,10,1700,103.2
16,05,11,1900,105.2
16,05,12,2200,381.5
16,05,13,1000,181.9
16,05,14,1700,103.2
16,05,15,2200,246.4
16,05,16,0700,192.8
16,05,17,2000,552.0
16,05,18,2300,148.0
16,05,19,2000,763.1
16,05,20,2100,1038.0
16,05,21,2100,868.0
16,05,22,2200,914.0
16,05,23,0800,703.3
16,05,24,0800,913.0
16,05,25,0000,108.0
16,05,26,2100,104.5
16,05,27,1900,603.1
16,05,28,2100,1110.0
16,05,29,2200,737.197
16,05,30,2300,624.0
16,05,31,0000,318.9
16,06,01,2100,520.0
16,06,02,2100,691.698
16,06,03,2100,662.6
16,06,04,0800,357.1
16,06,05,2300,73.3198
16,06,06,2000,119.5
16,06,07,0200,205.0
16,06,08,0800,177.9
16,06,09,1900,404.0
16,06,10,0900,357.0
16,06,11,2000,314.4
16,06,12,1800,298.7
16,06,13,2100,245.8
16,06,14,2100,162.9
16,06,15,2200,125.6
16,06,16,0800,93.0
16,06,17,2000,460.3
16,06,18,1900,517.3
16,06,19,2300,771.198
16,06,20,0100,655.8
16,06,21,0700,228.0
16,06,22,2100,434.5
16,06,23,2100,518.698
16,06,24,2200,112.7
16,06,25,2100,114.1
16,06,26,2100,446.7
16,06,27,1900,746.8
16,06,28,0800,695.198
16,06,29,0900,117.6
16,06,30,2100,352.9
16,07,01,2200,463.2
16,07,02,1800,685.698
16,07,03,2000,500.3
16,07,04,2000,46.87
16,07,05,2200,158.2
16,07,06,0900,89.6
16,07,07,2100,89.0
16,07,08,1800,130.3
16,07,09,1800,133.1
16,07,10,1800,255.3
16,07,11,0000,261.4
16,07,12,2100,390.1
16,07,13,1900,191.4
16,07,14,0800,104.0
16,07,15,0800,245.1
16,07,16,1300,131.7
16,07,17,2100,558.198
16,07,18,2100,334.0
16,07,19,2000,664.398
16,07,20,0000,319.8
16,07,21,2000,398.8
16,07,22,0900,222.6
16,07,23,1900,529.5
16,07,24,0300,359.4
16,07,25,2000,369.3
16,07,26,2100,717.6
16,07,27,2000,207.1
16,07,28,1900,310.1
16,07,29,2300,502.4
16,07,30,1900,646.898
16,07,31,2200,666.698
16,08,01,0100,731.698
16,08,02,2000,616.398
16,08,03,0100,516.0
