year,month,day,HORA (HHMM),value
22,07,16,1000,195.0
22,07,17,1900,133.0
22,07,18,0000,33.0
22,07,19,1300,78.0
22,07,20,1600,73.0
22,07,21,2300,268.0
22,07,22,2200,268.0
22,07,23,2300,343.0
22,07,24,0300,263.0
22,07,25,2000,466.0
22,07,26,0000,239.0
22,07,27,2200,135.0
22,07,28,0000,51.0
22,07,29,2300,94.0
22,07,30,1800,357.0
22,07,31,2200,141.0
22,08,01,2000,85.0
22,08,02,1900,182.0
22,08,03,0900,135.0
22,08,04,2100,231.0
22,08,05,2200,621.0
22,08,06,0000,397.0
22,08,07,2100,120.0
22,08,08,0700,253.0
22,08,09,1900,56.0
22,08,10,2100,68.0
22,08,11,2100,120.0
22,08,12,2300,61.0
22,08,13,1300,207.0
22,08,14,1800,85.0
22,08,15,1700,76.0
22,08,16,2000,112.0
22,08,17,0800,126.0
22,08,18,1200,24.0
22,08,19,2200,75.0
22,08,20,2200,319.0
22,08,21,1900,138.0
22,08,22,0800,80.0
22,08,23,0700,191.0
22,08,24,2000,64.0
22,08,25,1900,77.0
22,08,26,1800,72.0
22,08,27,2300,199.0
22,08,28,2200,357.0
22,08,29,2100,442.0
22,08,30,0000,76.0
22,08,31,2200,92.0
22,09,01,0200,35.0
22,09,02,0900,18.0
22,09,03,2100,18.0
22,09,04,2100,21.0
22,09,05,2300,98.0
22,09,06,1900,218.0
22,09,07,2000,139.0
22,09,08,0700,214.0
22,09,09,0700,52.0
22,09,10,2100,100.0
22,09,11,0000,128.0
22,09,12,1900,102.0
22,09,13,0100,88.0
22,09,14,0900,139.0
22,09,15,0900,133.0
22,09,16,2000,282.0
22,09,17,0700,94.0
22,09,18,0000,130.0
22,09,19,2300,92.0
22,09,20,2000,596.0
22,09,21,0000,164.0
22,09,22,2100,261.0
22,09,23,0000,70.0
22,09,24,2100,76.0
22,09,25,1800,52.0
22,09,26,1800,24.0
22,09,27,1900,47.0
22,09,28,0700,86.0
22,09,29,0600,121.0
22,09,30,0600,124.0
22,10,01,2000,273.0
22,10,02,1900,264.0
22,10,03,0600,130.0
22,10,04,1800,31.0
22,10,05,1800,44.0
22,10,06,1700,28.0
22,10,07,2100,94.0
22,10,08,0600,68.0
22,10,09,2200,42.0
22,10,10,2000,21.0
22,10,11,0700,26.0
22,10,12,0700,31.0
22,10,13,2100,37.0
22,10,14,2000,47.0
22,10,15,2200,51.0
22,10,16,2100,159.0
22,10,17,2100,87.0
22,10,18,0600,68.0
22,10,19,1900,42.0
22,10,20,2000,31.0
22,10,21,0600,62.0
22,10,22,2100,110.0
22,10,23,0100,61.0
22,10,24,2000,36.0
22,10,25,1900,61.0
22,10,26,2000,20.0
22,10,27,1800,30.0
22,10,28,1900,53.0
22,10,29,2000,57.0
22,10,30,2200,137.0
22,10,31,2200,30.0
22,11,01,2300,79.0
22,11,02,2000,107.0
22,11,03,0600,52.0
22,11,04,0600,39.0
22,11,05,0600,29.0
22,11,06,2000,46.0
22,11,07,2100,31.0
22,11,08,2200,28.0
22,11,09,1900,14.0
22,11,10,2100,28.0
22,11,11,0700,21.0
22,11,12,0100,27.0
22,11,13,2000,14.0
22,11,14,0500,40.0
22,11,15,1500,53.0
22,11,16,2300,41.0
22,11,17,2000,51.0
22,11,18,1900,20.0
22,11,19,2300,80.0
22,11,20,0000,59.0
22,11,21,0100,15.0
22,11,22,0300,22.0
22,11,23,2000,41.0
22,11,24,2000,23.0
22,11,25,0900,22.0
22,11,26,0200,40.0
22,11,27,0600,14.0
22,11,28,0500,44.0
22,11,29,2000,12.0
22,11,30,2200,21.0
22,12,01,2000,20.0
22,12,02,1000,22.0
22,12,03,2200,20.0
22,12,04,1900,29.0
22,12,05,0700,47.0
22,12,06,2200,59.0
22,12,07,0700,22.0
22,12,08,2100,39.0
22,12,09,1900,25.0
22,12,10,2100,53.0
22,12,11,2000,22.0
22,12,12,2100,18.0
22,12,13,2000,20.0
22,12,14,0100,16.0
22,12,15,2200,45.0
22,12,16,0600,16.0
22,12,17,2100,16.0
22,12,18,2100,17.0
22,12,19,2000,31.0
22,12,20,0600,32.0
22,12,21,2200,19.0
22,12,22,2100,21.0
22,12,23,2100,43.0
22,12,24,2000,20.0
22,12,25,0100,8.0
22,12,26,2100,16.0
22,12,27,2300,11.0
22,12,28,0700,10.0
22,12,29,0800,9.0
22,12,30,0700,11.0
22,12,31,2000,22.0
23,01,01,2000,14.0
23,01,02,2100,10.0
23,01,03,0700,7.0
23,01,04,0500,15.0
23,01,05,0700,6.0
23,01,06,1000,7.0
23,01,07,2200,21.0
23,01,08,0000,17.0
23,01,09,1900,11.0
23,01,10,1500,38.0
23,01,11,2200,19.0
23,01,12,2000,19.0
23,01,13,2000,13.0
23,01,14,2200,62.0
23,01,15,0000,20.0
23,01,16,0600,23.0
23,01,17,2200,30.0
23,01,18,0500,30.0
23,01,19,2200,12.0
23,01,20,0600,6.0
23,01,21,0900,5.0
23,01,22,0600,16.0
23,01,23,0600,20.0
23,01,24,0700,10.0
23,01,25,0000,8.0
23,01,26,2200,12.0
23,01,27,2100,12.0
23,01,28,2300,7.0
23,01,29,0000,8.0
23,01,30,2300,27.0
23,01,31,0600,14.0
23,02,01,0800,7.0
23,02,02,0700,8.0
23,02,03,0900,11.0
23,02,04,1400,8.0
23,02,05,2000,13.0
23,02,06,2300,13.0
23,02,07,0000,10.0
23,02,08,0800,7.0
23,02,09,0700,13.0
23,02,10,2000,22.0
23,02,11,1900,26.0
23,02,12,2000,12.0
23,02,13,2100,41.0
23,02,14,1700,21.0
23,02,15,2000,30.0
23,02,16,2100,94.0
23,02,17,0600,61.0
23,02,18,2100,9.0
23,02,19,1400,21.0
23,02,20,2300,19.0
23,02,21,2000,11.0
23,02,22,1200,16.0
23,02,23,1400,59.0
23,02,24,0900,24.0
23,02,25,1900,19.0
23,02,26,2100,16.0
23,02,27,1900,9.0
23,02,28,1600,10.0
23,03,01,2200,23.0
23,03,02,1600,81.0
23,03,03,1900,25.0
23,03,04,2000,44.0
23,03,05,0900,20.0
23,03,06,1400,27.0
23,03,07,2100,74.0
23,03,08,0000,53.0
23,03,09,0700,69.0
23,03,10,2000,77.0
23,03,11,0900,73.0
23,03,12,2000,32.0
23,03,13,1800,23.0
23,03,14,0900,29.0
23,03,15,0700,42.0
23,03,16,2200,113.0
23,03,17,1700,41.0
23,03,18,0000,50.0
23,03,19,2300,54.0
23,03,20,0600,125.0
23,03,21,2100,125.0
23,03,22,0000,28.0
23,03,23,0700,71.0
23,03,24,0500,30.0
23,03,25,2100,194.0
23,03,26,0300,25.0
23,03,27,2100,51.0
23,03,28,2200,131.0
23,03,29,0000,69.0
23,03,30,0700,192.0
23,03,31,0600,105.0
23,04,01,2100,135.0
23,04,02,2000,75.0
23,04,03,1900,40.0
23,04,04,2200,153.0
23,04,05,0900,88.0
23,04,06,1900,53.0
23,04,07,2300,187.0
23,04,08,0000,118.0
23,04,09,2000,34.0
23,04,10,2100,510.0
23,04,11,0000,449.0
23,04,12,2100,441.0
23,04,13,1900,519.0
23,04,14,0800,314.0
23,04,15,0200,124.0
23,04,16,2100,87.0
23,04,17,0600,74.0
23,04,18,2000,60.0
23,04,19,2300,59.0
23,04,20,0700,28.0
23,04,21,2100,181.0
23,04,22,0000,107.0
23,04,23,2100,310.0
23,04,24,0000,87.0
23,04,25,0700,133.0
23,04,26,2300,258.0
23,04,27,0000,167.0
23,04,28,1800,148.0
23,04,29,1800,28.0
23,04,30,0700,33.0
23,05,01,1900,69.0
23,05,02,2100,58.0
23,05,03,1200,20.0
23,05,04,0700,74.0
23,05,05,2000,144.0
23,05,06,1900,127.0
23,05,07,1900,63.0
23,05,08,0800,47.0
23,05,09,2200,261.0
23,05,10,0100,158.0
23,05,11,2200,37.0
23,05,12,1900,87.0
23,05,13,0900,130.0
23,05,14,1900,486.0
23,05,15,0000,147.0
23,05,16,1800,64.0
23,05,17,2000,33.0
23,05,18,1900,127.0
23,05,19,1800,103.0
23,05,20,2100,303.0
23,05,21,0000,260.0
23,05,22,2300,384.0
23,05,23,2000,483.0
23,05,24,1800,155.0
23,05,25,0000,71.0
23,05,26,2200,152.0
23,05,27,2000,82.0
23,05,28,2300,295.0
23,05,29,0000,340.0
23,05,30,0900,132.0
23,05,31,2300,61.0
23,06,01,1700,156.0
23,06,02,2100,173.0
23,06,03,1900,229.0
23,06,04,2000,140.0
23,06,05,0000,206.0
23,06,06,1800,65.0
23,06,07,1700,155.0
23,06,08,0700,124.0
23,06,09,2100,296.0
23,06,10,0000,210.0
23,06,11,1700,77.0
23,06,12,1700,93.0
23,06,13,0900,300.0
23,06,14,0900,100.0
23,06,15,2300,278.0
23,06,16,0800,432.0
23,06,17,0000,320.0
23,06,18,2200,512.0
23,06,19,2300,1020.0
23,06,20,0000,774.0
23,06,21,2100,431.0
23,06,22,1800,182.0
23,06,23,2200,344.0
23,06,24,2100,359.0
23,06,25,2100,396.0
23,06,26,2000,336.0
23,06,27,1500,487.0
23,06,28,2100,332.0
23,06,29,2100,350.0
23,06,30,2200,616.0
23,07,01,0000,586.0
23,07,02,1800,324.0
23,07,03,2300,135.0
23,07,04,0000,133.0
23,07,05,0900,143.0
23,07,06,2000,221.0
23,07,07,0100,192.0
23,07,08,2300,209.0
23,07,09,0300,215.0
23,07,10,1800,161.0
23,07,11,2200,145.0
23,07,12,2300,249.0
23,07,13,2200,664.0
23,07,14,1000,346.0
23,07,15,1900,137.0
23,07,16,1900,227.0
23,07,17,1900,273.0
23,07,18,1900,189.0
23,07,19,2200,265.0
23,07,20,1800,330.0
23,07,21,0800,303.0
23,07,22,0800,178.0
23,07,23,1800,177.0
23,07,24,0200,272.0
23,07,25,0900,391.0
23,07,26,1800,333.0
23,07,27,2300,254.0
23,07,28,1300,304.0
23,07,29,2100,60.0
23,07,30,2000,479.0
23,07,31,1100,239.0
23,08,01,2100,52.0
23,08,02,2200,34.0
23,08,03,1700,28.0
23,08,04,2200,56.0
23,08,05,2000,141.0
23,08,06,1800,148.0
23,08,07,2300,471.0
23,08,08,0100,180.0
23,08,09,1800,124.0
23,08,10,0000,177.0
23,08,11,2300,128.0
23,08,12,2100,384.0
23,08,13,0300,207.0
23,08,14,1900,178.0
23,08,15,2000,62.0
23,08,16,2100,162.0
23,08,17,1900,232.0
23,08,18,2000,486.0
23,08,19,0000,232.0
23,08,20,1800,120.0
23,08,21,2000,144.0
23,08,22,2000,83.0
23,08,23,1900,67.0
23,08,24,2200,108.0
23,08,25,2000,77.0
23,08,26,1800,44.0
23,08,27,2100,101.0
23,08,28,2000,43.0
23,08,29,2300,52.0
23,08,30,0800,80.0
23,08,31,2000,189.0
23,09,01,1800,62.0
23,09,02,1900,81.0
23,09,03,2100,304.0
23,09,04,0700,274.0
23,09,05,0700,376.0
23,09,06,2000,301.0
23,09,07,0800,136.0
23,09,08,2200,168.0
23,09,09,1100,129.0
23,09,10,1800,64.0
23,09,11,0100,64.0
23,09,12,0700,117.0
23,09,13,1900,107.0
23,09,14,1700,39.0
23,09,15,2100,70.0
23,09,16,0900,95.0
23,09,17,1900,105.0
23,09,18,2000,293.0
23,09,19,2000,317.0
23,09,20,2100,331.0
23,09,21,0700,256.0
23,09,22,0600,169.0
23,09,23,0700,107.0
23,09,24,2300,189.0
23,09,25,0000,137.0
23,09,26,1200,18.0
23,09,27,1800,70.0
23,09,28,2100,204.0
23,09,29,2200,241.0
23,09,30,0100,83.0
23,10,01,2000,64.0
23,10,02,1900,38.0
23,10,03,2100,31.0
23,10,04,1900,32.0
23,10,05,2000,61.0
23,10,06,0100,21.0
23,10,07,0700,17.0
23,10,08,1900,31.0
23,10,09,2100,36.0
23,10,10,2300,122.0
23,10,11,0500,36.0
23,10,12,0200,7.0
23,10,13,0500,5.0
23,10,14,0300,4.0
23,10,15,2300,61.0
23,10,16,0600,81.0
23,10,17,2100,141.0
23,10,18,0600,143.0
23,10,19,0600,17.0
23,10,20,2300,60.0
23,10,21,2200,92.0
23,10,22,2100,74.0
23,10,23,0600,165.0
23,10,24,1900,23.0
23,10,25,0700,16.0
23,10,26,2000,13.0
23,10,27,0900,43.0
23,10,28,2000,50.0
23,10,29,2300,104.0
23,10,30,0600,145.0
23,10,31,2300,132.0
23,11,01,2100,206.0
23,11,02,0000,36.0
23,11,03,1900,24.0
23,11,04,2000,45.0
23,11,05,2200,153.0
23,11,06,2200,191.0
23,11,07,0000,22.0
23,11,08,0100,23.0
23,11,09,2300,83.0
23,11,10,0600,47.0
23,11,11,2000,37.0
23,11,12,2100,19.0
23,11,13,1900,68.0
23,11,14,0700,30.0
23,11,15,0700,28.0
23,11,16,2000,28.0
23,11,17,1900,32.0
23,11,18,2100,54.0
23,11,19,2000,61.0
23,11,20,2000,30.0
23,11,21,1900,28.0
23,11,22,2000,28.0
23,11,23,2100,26.0
23,11,24,0500,37.0
23,11,25,1900,15.0
23,11,26,2300,70.0
23,11,27,0700,53.0
23,11,28,2100,22.0
23,11,29,1900,25.0
23,11,30,1900,20.0
23,12,01,2000,27.0
23,12,02,2000,39.0
23,12,03,2100,28.0
23,12,04,0600,18.0
23,12,05,0600,10.0
23,12,06,0500,21.0
23,12,07,0500,33.0
23,12,08,1400,28.0
23,12,09,0000,13.0
23,12,10,2100,17.0
23,12,11,1900,24.0
23,12,12,2000,15.0
23,12,13,2000,17.0
23,12,14,2100,24.0
23,12,15,1800,51.0
23,12,16,2100,55.0
23,12,17,2200,173.0
23,12,18,2300,38.0
23,12,19,2100,29.0
23,12,20,0600,21.0
23,12,21,0700,12.0
23,12,22,2000,14.0
23,12,23,2100,16.0
23,12,24,2100,24.0
23,12,25,0000,12.0
23,12,26,0600,18.0
23,12,27,2200,11.0
23,12,28,2100,10.0
23,12,29,0500,19.0
23,12,30,2100,11.0
23,12,31,2100,31.0
24,01,01,0000,41.0
24,01,02,1300,28.0
24,01,03,2100,13.0
24,01,04,2000,26.0
24,01,05,0700,21.0
24,01,06,2000,16.0
24,01,07,2100,21.0
24,01,08,0600,10.0
24,01,09,2000,17.0
24,01,10,0600,16.0
24,01,11,0500,16.0
24,01,12,2200,10.0
24,01,13,1700,9.0
24,01,14,0900,8.0
24,01,15,0000,8.0
24,01,16,0600,14.0
24,01,17,0800,24.0
24,01,18,0800,9.0
24,01,19,2000,16.0
24,01,20,0500,17.0
24,01,21,2100,13.0
24,01,22,2100,12.0
24,01,23,0600,16.0
24,01,24,1400,7.0
24,01,25,1900,13.0
24,01,26,1900,10.0
24,01,27,2100,11.0
24,01,28,0600,13.0
24,01,29,2000,11.0
24,01,30,0600,18.0
24,01,31,1700,11.0
24,02,01,0900,9.0
24,02,02,1200,13.0
24,02,03,2000,16.0
24,02,04,0700,9.0
24,02,05,0700,6.0
24,02,06,0800,12.0
24,02,07,2000,17.0
24,02,08,2100,25.0
24,02,09,2200,12.0
24,02,10,0700,19.0
24,02,11,2100,34.0
24,02,12,0500,19.0
24,02,13,0600,30.0
24,02,14,2100,29.0
24,02,15,0800,17.0
24,02,16,0600,20.0
24,02,17,2000,23.0
24,02,18,0600,10.0
24,02,19,2300,19.0
24,02,20,0000,14.0
24,02,21,2000,15.0
24,02,22,2200,23.0
24,02,23,2100,108.0
24,02,24,0600,37.0
24,02,25,0800,23.0
24,02,26,0700,14.0
24,02,27,0600,27.0
24,02,28,0800,26.0
24,02,29,0600,63.0
24,03,01,1900,16.0
24,03,02,2100,42.0
24,03,03,2200,52.0
24,03,04,2100,124.0
24,03,05,0900,66.0
24,03,06,0600,33.0
24,03,07,2100,69.0
24,03,08,1600,43.0
24,03,09,2000,45.0
24,03,10,2000,21.0
24,03,11,2300,82.0
24,03,12,2000,31.0
24,03,13,0700,73.0
24,03,14,1900,25.0
24,03,15,1300,33.0
24,03,16,1800,20.0
24,03,17,1100,12.0
24,03,18,0000,6.0
24,03,19,2200,4.0
24,03,20,2200,34.0
24,03,21,2000,148.0
24,03,22,1000,108.0
24,03,23,1000,173.0
24,03,24,2100,116.0
24,03,25,0800,98.0
24,03,26,2000,24.0
24,03,27,1900,52.0
24,03,28,2100,84.0
24,03,29,0900,27.0
24,03,30,2000,71.0
24,03,31,0700,71.0
24,04,01,0700,40.0
24,04,02,0800,87.0
24,04,03,1400,38.0
24,04,04,1800,31.0
24,04,05,0800,28.0
24,04,06,1800,25.0
24,04,07,2000,45.0
24,04,08,2000,110.0
24,04,09,2200,155.0
24,04,10,2300,449.0
24,04,11,2200,579.0
24,04,12,2300,407.0
24,04,13,1900,407.0
24,04,14,0000,257.0
24,04,15,0700,145.0
24,04,16,0000,57.0
24,04,17,2000,63.0
24,04,18,0700,79.0
24,04,19,0800,30.0
24,04,20,2100,111.0
24,04,21,2300,445.0
24,04,22,0000,399.0
24,04,23,2100,399.0
24,04,24,1900,245.0
24,04,25,2100,91.0
24,04,26,1900,69.0
24,04,27,1700,46.0
24,04,28,2200,119.0
24,04,29,0800,84.0
24,04,30,2300,72.0
24,05,01,2100,322.0
24,05,02,0000,154.0
24,05,03,0700,115.0
24,05,04,0800,156.0
24,05,05,2100,104.0
24,05,06,1500,142.0
24,05,07,2000,305.0
24,05,08,0800,179.0
24,05,09,1200,130.0
24,05,10,0800,175.0
24,05,11,2000,252.0
24,05,12,1900,300.0
24,05,13,0700,349.0
24,05,14,2300,852.0
24,05,15,0000,896.0
24,05,16,0000,652.0
24,05,17,2000,536.0
24,05,18,0000,595.0
24,05,19,0000,284.0
24,05,20,0800,299.0
24,05,21,0700,123.0
24,05,22,1900,236.0
24,05,23,1900,589.0
24,05,24,1800,638.0
24,05,25,2200,735.0
24,05,26,2100,882.0
24,05,27,0000,659.0
24,05,28,0900,311.0
24,05,29,2000,218.0
24,05,30,2200,549.0
24,05,31,0800,289.0
24,06,01,2200,505.0
24,06,02,0300,243.0
24,06,03,2200,391.0
24,06,04,0800,363.0
24,06,05,2100,293.0
24,06,06,0900,240.0
24,06,07,2300,243.0
24,06,08,1600,407.0
24,06,09,1800,302.0
24,06,10,0900,195.0
24,06,11,2200,321.0
24,06,12,1800,312.0
24,06,13,1800,200.0
24,06,14,0800,45.0
24,06,15,2100,76.0
24,06,16,1800,183.0
24,06,17,2000,191.0
24,06,18,2100,180.0
24,06,19,1000,132.0
24,06,20,2200,91.0
24,06,21,2300,448.0
24,06,22,1400,157.0
24,06,23,2300,863.0
24,06,24,0000,539.0
24,06,25,1800,145.0
24,06,26,1700,186.0
24,06,27,1800,411.0
24,06,28,2100,218.0
24,06,29,0000,196.0
24,06,30,0700,96.0
24,07,01,1900,241.0
24,07,02,0700,174.0
24,07,03,0900,79.0
24,07,04,2200,212.0
24,07,05,2300,201.0
24,07,06,2100,144.0
24,07,07,2000,286.0
24,07,08,2100,629.0
24,07,09,0100,466.0
24,07,10,2300,424.0
24,07,11,0200,169.0
24,07,12,1800,102.0
24,07,13,2000,479.0
24,07,14,1900,601.0
24,07,15,0000,188.0
24,07,16,1800,302.0
24,07,17,1300,308.0
24,07,18,2000,608.0
24,07,19,0100,164.0
24,07,20,1900,187.0
24,07,21,0000,49.0
24,07,22,1800,80.0
24,07,23,0800,352.0
24,07,24,1000,105.0
24,07,25,0100,50.0
24,07,26,2000,96.0
24,07,27,2200,106.0
24,07,28,1900,180.0
24,07,29,1800,103.0
24,07,30,2000,320.0
24,07,31,2200,293.0
24,08,01,1800,271.0
24,08,02,0000,202.0
24,08,03,2000,64.0
24,08,04,2000,259.0
24,08,05,1300,181.0
24,08,06,0700,179.0
24,08,07,2000,447.0
24,08,08,0700,81.0
24,08,09,1900,64.0
24,08,10,1900,80.0
24,08,11,2000,45.0
24,08,12,2300,150.0
24,08,13,2300,266.0
24,08,14,0700,118.0
24,08,15,2100,72.0
24,08,16,2300,158.0
24,08,17,2200,201.0
24,08,18,2000,278.0
24,08,19,2300,209.0
24,08,20,0800,357.0
24,08,21,2000,166.0
24,08,22,0700,118.0
24,08,23,2200,172.0
24,08,24,2100,170.0
24,08,25,1900,208.0
24,08,26,0800,61.0
24,08,27,2100,265.0
24,08,28,2100,133.0
24,08,29,2300,256.0
24,08,30,0000,231.0
24,08,31,2100,76.0
24,09,01,2000,121.0
24,09,02,0700,146.0
24,09,03,2000,37.0
24,09,04,0700,52.0
24,09,05,1800,42.0
24,09,06,0800,19.0
24,09,07,1900,28.0
24,09,08,1500,51.0
24,09,09,1800,54.0
24,09,10,0700,173.0
24,09,11,1900,37.0
24,09,12,2000,56.0
24,09,13,2000,96.0
24,09,14,0600,49.0
24,09,15,1900,36.0
24,09,16,2100,80.0
24,09,17,2100,34.0
24,09,18,1900,170.0
24,09,19,0000,55.0
24,09,20,2000,106.0
24,09,21,1900,77.0
24,09,22,2300,51.0
24,09,23,2000,33.0
24,09,24,0600,60.0
24,09,25,1800,27.0
24,09,26,2000,17.0
24,09,27,1800,22.0
24,09,28,1900,47.0
24,09,29,2100,64.0
24,09,30,2000,109.0
24,10,01,2200,112.0
24,10,02,0600,104.0
24,10,03,2200,90.0
24,10,04,2000,82.0
24,10,05,2100,106.0
24,10,06,2100,163.0
24,10,07,2000,30.0
24,10,08,0600,140.0
24,10,09,0600,89.0
24,10,10,2300,96.0
24,10,11,1800,37.0
24,10,12,0700,28.0
24,10,13,2300,35.0
24,10,14,0600,155.0
24,10,15,2000,95.0
24,10,16,0600,92.0
24,10,17,2100,39.0
24,10,18,2300,97.0
24,10,19,2000,139.0
24,10,20,0000,72.0
24,10,21,2000,24.0
24,10,22,1900,17.0
24,10,23,0600,10.0
24,10,24,1900,32.0
24,10,25,2000,24.0
24,10,26,2000,24.0
24,10,27,2000,16.0
24,10,28,2000,34.0
24,10,29,2100,40.0
24,10,30,2000,18.0
24,10,31,2300,22.0
24,11,01,1800,32.0
24,11,02,2300,60.0
24,11,03,2000,44.0
24,11,04,2000,48.0
24,11,05,0900,70.0
24,11,06,2100,141.0
24,11,07,0800,33.0
24,11,08,2100,35.0
24,11,09,2000,27.0
24,11,10,2100,28.0
24,11,11,2000,21.0
24,11,12,2000,20.0
24,11,13,2000,19.0
24,11,14,0600,17.0
24,11,15,0900,26.0
24,11,16,2000,31.0
24,11,17,2100,52.0
24,11,18,2100,63.0
24,11,19,0500,29.0
24,11,20,2300,21.0
24,11,21,2300,42.0
24,11,22,0000,44.0
24,11,23,2000,25.0
24,11,24,2200,40.0
24,11,25,1900,39.0
24,11,26,2100,53.0
24,11,27,0500,35.0
24,11,28,2200,63.0
24,11,29,2100,67.0
24,11,30,2000,10.0
24,12,01,2000,30.0
24,12,02,2300,51.0
24,12,03,0500,33.0
24,12,04,1800,27.0
24,12,05,1800,49.0
24,12,06,2100,124.0
24,12,07,2100,71.0
24,12,08,2200,31.0
24,12,09,0000,57.0
24,12,10,0500,14.0
24,12,11,2100,14.0
24,12,12,0700,13.0
24,12,13,2300,18.0
24,12,14,2100,38.0
24,12,15,0000,8.0
24,12,16,0800,19.0
24,12,17,0300,10.0
24,12,18,1900,10.0
24,12,19,1900,23.0
24,12,20,2000,15.0
24,12,21,0500,26.0
24,12,22,2000,15.0
24,12,23,2200,31.0
24,12,24,2000,26.0
24,12,25,0000,32.0
24,12,26,0500,5.0
24,12,27,2100,42.0
24,12,28,0600,21.0
24,12,29,0600,10.0
24,12,30,1000,12.0
24,12,31,1800,25.0
25,01,01,0200,62.0
25,01,02,0000,4.0
25,01,03,0700,4.0
25,01,04,2300,19.0
25,01,05,0000,6.0
25,01,06,0600,17.0
25,01,07,0900,4.0
25,01,08,2000,8.0
25,01,09,0600,15.0
25,01,10,0600,12.0
25,01,11,0400,5.0
25,01,12,2100,7.0
25,01,13,2100,10.0
25,01,14,2000,21.0
25,01,15,2100,10.0
25,01,16,2000,8.0
25,01,17,1300,52.0
25,01,18,0600,16.0
25,01,19,0000,7.0
25,01,20,0700,19.0
25,01,21,0600,8.0
25,01,22,0600,20.0
25,01,23,2000,16.0
25,01,24,1600,6.0
25,01,25,1100,6.0
25,01,26,1100,17.0
25,01,27,1900,13.0
25,01,28,0800,10.0
25,01,29,2200,11.0
25,01,30,0600,18.0
25,01,31,2000,16.0
25,02,01,0000,11.0
25,02,02,2100,19.0
25,02,03,2300,42.0
25,02,04,0600,27.0
25,02,05,0900,36.0
25,02,06,2000,22.0
25,02,07,0800,44.0
25,02,08,2200,51.0
25,02,09,2000,55.0
25,02,10,2000,21.0
25,02,11,2300,27.0
25,02,12,0000,29.0
25,02,13,0600,28.0
25,02,14,2200,40.0
25,02,15,0600,20.0
25,02,16,2100,22.0
25,02,17,0600,41.0
25,02,18,2100,15.0
25,02,19,0700,10.0
25,02,20,0700,17.0
25,02,21,2200,7.0
25,02,22,2100,20.0
25,02,23,0900,29.0
25,02,24,1700,9.0
25,02,25,2000,102.0
25,02,26,0700,54.0
25,02,27,2100,29.0
25,02,28,0900,41.0
25,03,01,2000,60.0
25,03,02,1900,39.0
25,03,03,2000,115.0
25,03,04,0700,94.0
25,03,05,2100,59.0
25,03,06,0800,61.0
25,03,07,0600,52.0
25,03,08,2000,70.0
25,03,09,2100,51.0
25,03,10,2000,40.0
25,03,11,1900,35.0
25,03,12,0700,59.0
25,03,13,2000,81.0
25,03,14,0500,60.0
25,03,15,2100,34.0
25,03,16,1400,24.0
25,03,17,2300,80.0
25,03,18,0600,80.0
25,03,19,1900,32.0
25,03,20,0900,22.0
25,03,21,2000,132.0
25,03,22,2300,66.0
25,03,23,0000,72.0
25,03,24,2100,177.0
25,03,25,2000,123.0
25,03,26,0700,130.0
25,03,27,1900,47.0
25,03,28,0700,44.0
25,03,29,1100,74.0
25,03,30,0700,4.0
25,03,31,0200,6.0
25,04,01,2300,16.0
25,04,02,0700,178.0
25,04,03,2300,218.0
25,04,04,2100,337.0
25,04,05,2100,407.0
25,04,06,0100,149.0
25,04,07,2100,259.0
25,04,08,2100,355.0
25,04,09,2000,282.0
25,04,10,0700,110.0
25,04,11,2100,84.0
25,04,12,2300,104.0
25,04,13,1800,112.0
25,04,14,1900,50.0
25,04,15,2200,162.0
25,04,16,0000,133.0
25,04,17,2200,83.0
25,04,18,2200,161.0
25,04,19,2000,268.0
25,04,20,1100,176.0
25,04,21,2000,319.0
25,04,22,1500,100.0
25,04,23,0700,255.0
25,04,24,0000,146.0
25,04,25,1700,46.0
25,04,26,1700,29.0
25,04,27,2100,40.0
25,04,28,0600,128.0
25,04,29,2300,81.0
25,04,30,1900,428.0
25,05,01,0800,137.0
25,05,02,2000,100.0
25,05,03,2200,199.0
25,05,04,0800,120.0
25,05,05,1900,283.0
25,05,06,1800,87.0
25,05,07,0800,164.0
25,05,08,2000,165.0
25,05,09,2200,156.0
25,05,10,1900,44.0
25,05,11,2200,241.0
25,05,12,1900,52.0
25,05,13,0700,76.0
25,05,14,1900,49.0
25,05,15,1900,104.0
25,05,16,1600,139.0
25,05,17,0000,253.0
25,05,18,0700,85.0
25,05,19,2000,421.0
25,05,20,0900,174.0
25,05,21,1800,97.0
25,05,22,2100,380.0
25,05,23,0000,130.0
25,05,24,2200,153.0
25,05,25,2100,257.0
25,05,26,1900,80.0
25,05,27,1800,106.0
25,05,28,1800,195.0
25,05,29,0800,164.0
25,05,30,1800,43.0
25,05,31,2000,69.0
25,06,01,1100,130.0
25,06,02,2100,248.0
25,06,03,0800,128.0
25,06,04,2000,63.0
25,06,05,2100,298.0
25,06,06,2200,664.0
25,06,07,0000,514.0
25,06,08,0900,387.0
25,06,09,1800,565.0
25,06,10,2200,1009.0
25,06,11,2100,856.0
25,06,12,0000,177.0
25,06,13,2200,93.0
25,06,14,1200,146.0
25,06,15,1700,156.0
25,06,16,0800,71.0
25,06,17,0800,182.0
25,06,18,2100,93.0
25,06,19,2200,112.0
25,06,20,0800,91.0
25,06,21,2300,96.0
25,06,22,2100,269.0
25,06,23,2100,41.0
25,06,24,2000,163.0
