FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
240712;1500;60;;;
240712;1600;66;;;
240712;1700;93;;;
240712;1800;102;;;
240712;1900;102;;;
240712;2000;64;;;
240712;2100;88;;;
240712;2200;86;;;
240712;2300;83;;;
240713;0000;53;;;
240713;0100;51;;;
240713;0200;34;;;
240713;0300;32;;;
240713;0400;28;;;
240713;0500;30;;;
240713;0600;31;;;
240713;0700;29;;;
240713;0800;52;;;
240713;0900;56;;;
240713;1000;78;;;
240713;1100;134;;;
240713;1200;78;;;
240713;1300;85;;;
240713;1400;103;;;
240713;1500;113;;;
240713;1600;118;;;
240713;1700;162;;;
240713;1800;230;;;
240713;1900;432;;;
240713;2000;479;;;
240713;2100;345;;;
240713;2200;327;;;
240713;2300;334;;;
240714;0000;234;;;
240714;0100;207;;;
240714;0200;190;;;
240714;0300;116;;;
240714;0400;154;;;
240714;0500;81;;;
240714;0600;147;;;
240714;0700;81;;;
240714;0800;104;;;
240714;0900;215;;;
240714;1000;328;;;
240714;1100;142;;;
240714;1200;72;;;
240714;1300;64;;;
240714;1400;70;;;
240714;1500;113;;;
240714;1600;166;;;
240714;1700;236;;;
240714;1800;346;;;
240714;1900;601;;;
240714;2000;248;;;
240714;2100;178;;;
240714;2200;104;;;
240714;2300;251;;;
240715;0000;188;;;
240715;0100;57;;;
240715;0200;17;;;
240715;0300;33;;;
240715;0400;12;;;
240715;0500;14;;;
240715;0600;23;;;
240715;0700;45;;;
240715;0800;41;;;
240715;0900;47;;;
240715;1000;12;;;
240715;1100;21;;;
240715;1200;15;;;
240715;1300;13;;;
240715;1400;32;;;
240715;1500;29;;;
240715;1600;50;;;
240715;1700;57;;;
240715;1800;51;;;
240715;1900;50;;;
240715;2000;56;;;
240715;2100;49;;;
240715;2200;85;;;
240715;2300;133;;;
240716;0000;84;;;
240716;0100;80;;;
240716;0200;45;;;
240716;0300;75;;;
240716;0400;101;;;
240716;0500;52;;;
240716;0600;18;;;
240716;0700;34;;;
240716;0800;17;;;
240716;0900;39;;;
240716;1000;19;;;
240716;1100;33;;;
240716;1200;20;;;
240716;1300;18;;;
240716;1400;12;;;
240716;1500;36;;;
240716;1600;51;;;
240716;1700;72;;;
240716;1800;302;;;
240716;1900;214;;;
240716;2000;103;;;
240716;2100;64;;;
240716;2200;165;;;
240716;2300;74;;;
240717;0000;85;;;
240717;0100;90;;;
240717;0200;76;;;
240717;0300;39;;;
240717;0400;50;;;
240717;0500;52;;;
240717;0600;111;;;
240717;0700;139;;;
240717;0800;80;;;
240717;0900;120;;;
240717;1000;239;;;
240717;1100;120;;;
240717;1200;219;;;
240717;1300;308;;;
240717;1400;217;;;
240717;1500;111;;;
240717;1600;99;;;
240717;1700;243;;;
240717;1800;289;;;
240717;1900;245;;;
240717;2000;157;;;
240717;2100;258;;;
240717;2200;73;;;
240717;2300;127;;;
240718;0000;36;;;
240718;0100;45;;;
240718;0200;9;;;
240718;0300;24;;;
240718;0400;19;;;
240718;0500;12;;;
240718;0600;17;;;
240718;0700;16;;;
240718;0800;29;;;
240718;0900;61;;;
240718;1000;26;;;
240718;1100;28;;;
240718;1200;28;;;
240718;1300;23;;;
240718;1400;24;;;
240718;1500;23;;;
240718;1600;33;;;
240718;1700;95;;;
240718;1800;161;;;
240718;1900;96;;;
240718;2000;608;;;
240718;2100;416;;;
240718;2200;354;;;
240718;2300;162;;;
240719;0000;99;;;
240719;0100;164;;;
240719;0200;51;;;
240719;0300;75;;;
240719;0400;24;;;
240719;0500;19;;;
240719;0600;15;;;
240719;0700;27;;;
240719;0800;40;;;
240719;0900;26;;;
240719;1000;37;;;
240719;1100;23;;;
240719;1200;10;;;
240719;1300;20;;;
240719;1400;20;;;
240719;1500;24;;;
240719;1600;26;;;
240719;1700;43;;;
240719;1800;53;;;
240719;1900;95;;;
240719;2000;86;;;
240719;2100;91;;;
240719;2200;45;;;
240719;2300;36;;;
240720;0000;22;;;
240720;0100;17;;;
240720;0200;18;;;
240720;0300;11;;;
240720;0400;6;;;
240720;0500;8;;;
240720;0600;8;;;
240720;0700;9;;;
240720;0800;18;;;
240720;0900;28;;;
240720;1000;14;;;
240720;1100;38;;;
240720;1200;31;;;
240720;1300;20;;;
240720;1400;23;;;
240720;1500;20;;;
240720;1600;22;;;
240720;1700;100;;;
240720;1800;74;;;
240720;1900;187;;;
240720;2000;106;;;
240720;2100;47;;;
240720;2200;58;;;
240720;2300;27;;;
240721;0000;49;;;
240721;0100;24;;;
240721;0200;19;;;
240721;0300;5;;;
240721;0400;3;;;
240721;0500;3;;;
240721;0600;15;;;
240721;0700;7;;;
240721;0800;7;;;
240721;0900;7;;;
240721;1000;14;;;
240721;1100;11;;;
240721;1200;15;;;
240721;1300;9;;;
240721;1400;11;;;
240721;1500;10;;;
240721;1600;11;;;
240721;1700;11;;;
240721;1800;20;;;
240721;1900;13;;;
240721;2000;18;;;
240721;2100;19;;;
240721;2200;8;;;
240721;2300;6;;;
240722;0000;5;;;
240722;0100;4;;;
240722;0200;3;;;
240722;0300;1;;;
240722;0400;1;;;
240722;0500;2;;;
240722;0600;2;;;
240722;0700;8;;;
240722;0800;13;;;
240722;0900;10;;;
240722;1000;16;;;
240722;1100;19;;;
240722;1200;19;;;
240722;1300;28;;;
240722;1400;25;;;
240722;1500;18;;;
240722;1600;24;;;
240722;1700;37;;;
240722;1800;80;;;
240722;1900;67;;;
240722;2000;42;;;
240722;2100;38;;;
240722;2200;51;;;
240722;2300;35;;;
240723;0000;25;;;
240723;0100;22;;;
240723;0200;14;;;
240723;0300;22;;;
240723;0400;9;;;
240723;0500;13;;;
240723;0600;107;;;
240723;0700;70;;;
240723;0800;352;;;
240723;0900;238;;;
240723;1000;101;;;
240723;1100;36;;;
240723;1200;19;;;
240723;1300;15;;;
240723;1400;11;;;
240723;1500;10;;;
240723;1600;16;;;
240723;1700;18;;;
240723;1800;16;;;
240723;1900;17;;;
240723;2000;18;;;
240723;2100;15;;;
240723;2200;11;;;
240723;2300;34;;;
240724;0000;17;;;
240724;0100;15;;;
240724;0200;8;;;
240724;0300;5;;;
240724;0400;3;;;
240724;0500;5;;;
240724;0600;21;;;
240724;0700;49;;;
240724;0800;72;;;
240724;0900;74;;;
240724;1000;105;;;
240724;1100;25;;;
240724;1200;34;;;
240724;1300;;;;
240724;1400;;;42;
240724;1500;26;;;
240724;1600;47;;;
240724;1700;31;;;
240724;1800;93;;;
240724;1900;98;;;
240724;2000;27;;;
240724;2100;36;;;
240724;2200;34;;;
240724;2300;28;;;
240725;0000;44;;;
240725;0100;50;;;
240725;0200;13;;;
240725;0300;10;;;
240725;0400;6;;;
240725;0500;5;;;
240725;0600;15;;;
240725;0700;13;;;
240725;0800;45;;;
240725;0900;30;;;
240725;1000;16;;;
240725;1100;11;;;
240725;1200;17;;;
240725;1300;19;;;
240725;1400;14;;;
240725;1500;12;;;
240725;1600;17;;;
240725;1700;17;;;
240725;1800;33;;;
240725;1900;35;;;
240725;2000;41;;;
240725;2100;19;;;
240725;2200;17;;;
240725;2300;21;;;
240726;0000;17;;;
240726;0100;6;;;
240726;0200;4;;;
240726;0300;1;;;
240726;0400;2;;;
240726;0500;2;;;
240726;0600;3;;;
240726;0700;19;;;
240726;0800;35;;;
240726;0900;28;;;
240726;1000;53;;;
240726;1100;13;;;
240726;1200;10;;;
240726;1300;9;;;
240726;1400;12;;;
240726;1500;29;;;
240726;1600;24;;;
240726;1700;37;;;
240726;1800;43;;;
240726;1900;94;;;
240726;2000;96;;;
240726;2100;56;;;
240726;2200;93;;;
240726;2300;32;;;
240727;0000;37;;;
240727;0100;40;;;
240727;0200;50;;;
240727;0300;15;;;
240727;0400;29;;;
240727;0500;54;;;
240727;0600;31;;;
240727;0700;21;;;
240727;0800;30;;;
240727;0900;69;;;
240727;1000;53;;;
240727;1100;43;;;
240727;1200;60;;;
240727;1300;33;;;
240727;1400;35;;;
240727;1500;33;;;
240727;1600;50;;;
240727;1700;45;;;
240727;1800;42;;;
240727;1900;35;;;
240727;2000;52;;;
240727;2100;40;;;
240727;2200;106;;;
240727;2300;28;;;
240728;0000;25;;;
240728;0100;9;;;
240728;0200;11;;;
240728;0300;7;;;
240728;0400;4;;;
240728;0500;6;;;
240728;0600;5;;;
240728;0700;11;;;
240728;0800;14;;;
240728;0900;15;;;
240728;1000;17;;;
240728;1100;14;;;
240728;1200;21;;;
240728;1300;21;;;
240728;1400;13;;;
240728;1500;11;;;
240728;1600;27;;;
240728;1700;72;;;
240728;1800;176;;;
240728;1900;180;;;
240728;2000;132;;;
240728;2100;24;;;
240728;2200;99;;;
240728;2300;63;;;
240729;0000;43;;;
240729;0100;22;;;
240729;0200;16;;;
240729;0300;12;;;
240729;0400;7;;;
240729;0500;6;;;
240729;0600;10;;;
240729;0700;42;;;
240729;0800;77;;;
240729;0900;41;;;
240729;1000;32;;;
240729;1100;33;;;
240729;1200;12;;;
240729;1300;14;;;
240729;1400;13;;;
240729;1500;14;;;
240729;1600;32;;;
240729;1700;60;;;
240729;1800;103;;;
240729;1900;87;;;
240729;2000;67;;;
240729;2100;74;;;
240729;2200;30;;;
240729;2300;72;;;
240730;0000;63;;;
240730;0100;90;;;
240730;0200;114;;;
240730;0300;86;;;
240730;0400;34;;;
240730;0500;69;;;
240730;0600;101;;;
240730;0700;162;;;
240730;0800;123;;;
240730;0900;139;;;
240730;1000;41;;;
240730;1100;48;;;
240730;1200;42;;;
240730;1300;36;;;
240730;1400;43;;;
240730;1500;44;;;
240730;1600;38;;;
240730;1700;90;;;
240730;1800;152;;;
240730;1900;181;;;
240730;2000;320;;;
240730;2100;201;;;
240730;2200;221;;;
240730;2300;151;;;
240731;0000;107;;;
240731;0100;83;;;
240731;0200;132;;;
240731;0300;72;;;
240731;0400;50;;;
240731;0500;17;;;
240731;0600;59;;;
240731;0700;172;;;
240731;0800;83;;;
240731;0900;157;;;
240731;1000;107;;;
240731;1100;73;;;
240731;1200;69;;;
240731;1300;98;;;
240731;1400;71;;;
240731;1500;93;;;
240731;1600;101;;;
240731;1700;143;;;
240731;1800;142;;;
240731;1900;133;;;
240731;2000;272;;;
240731;2100;218;;;
240731;2200;293;;;
240731;2300;260;;;
240801;0000;266;;;
240801;0100;202;;;
240801;0200;81;;;
240801;0300;71;;;
240801;0400;57;;;
240801;0500;64;;;
240801;0600;90;;;
240801;0700;130;;;
240801;0800;188;;;
240801;0900;135;;;
240801;1000;148;;;
240801;1100;112;;;
240801;1200;121;;;
240801;1300;68;;;
240801;1400;78;;;
240801;1500;90;;;
240801;1600;109;;;
240801;1700;219;;;
240801;1800;271;;;
240801;1900;127;;;
240801;2000;100;;;
240801;2100;101;;;
240801;2200;121;;;
240801;2300;134;;;
240802;0000;202;;;
240802;0100;139;;;
240802;0200;33;;;
240802;0300;12;;;
240802;0400;8;;;
240802;0500;6;;;
240802;0600;6;;;
240802;0700;31;;;
240802;0800;74;;;
240802;0900;25;;;
240802;1000;17;;;
240802;1100;13;;;
240802;1200;12;;;
240802;1300;26;;;
240802;1400;17;;;
240802;1500;43;;;
240802;1600;66;;;
240802;1700;138;;;
240802;1800;83;;;
240802;1900;62;;;
240802;2000;84;;;
240802;2100;64;;;
240802;2200;34;;;
240802;2300;20;;;
240803;0000;26;;;
240803;0100;21;;;
240803;0200;7;;;
240803;0300;36;;;
240803;0400;15;;;
240803;0500;4;;;
240803;0600;14;;;
240803;0700;21;;;
240803;0800;41;;;
240803;0900;25;;;
240803;1000;18;;;
240803;1100;15;;;
240803;1200;16;;;
240803;1300;20;;;
240803;1400;21;;;
240803;1500;24;;;
240803;1600;27;;;
240803;1700;42;;;
240803;1800;44;;;
240803;1900;60;;;
240803;2000;64;;;
240803;2100;63;;;
240803;2200;32;;;
240803;2300;47;;;
240804;0000;18;;;
240804;0100;15;;;
240804;0200;17;;;
240804;0300;9;;;
240804;0400;18;;;
240804;0500;17;;;
240804;0600;26;;;
240804;0700;28;;;
240804;0800;37;;;
240804;0900;36;;;
240804;1000;42;;;
240804;1100;41;;;
240804;1200;41;;;
240804;1300;34;;;
240804;1400;32;;;
240804;1500;45;;;
240804;1600;51;;;
240804;1700;81;;;
240804;1800;127;;;
240804;1900;194;;;
240804;2000;259;;;
240804;2100;233;;;
240804;2200;200;;;
240804;2300;124;;;
240805;0000;67;;;
240805;0100;74;;;
240805;0200;42;;;
240805;0300;22;;;
240805;0400;20;;;
240805;0500;9;;;
240805;0600;23;;;
240805;0700;58;;;
240805;0800;77;;;
240805;0900;89;;;
240805;1000;55;;;
240805;1100;140;;;
240805;1200;161;;;
240805;1300;181;;;
240805;1400;132;;;
240805;1500;115;;;
240805;1600;139;;;
240805;1700;104;;;
240805;1800;126;;;
240805;1900;153;;;
240805;2000;170;;;
240805;2100;125;;;
240805;2200;97;;;
240805;2300;84;;;
240806;0000;129;;;
240806;0100;104;;;
240806;0200;96;;;
240806;0300;24;;;
240806;0400;38;;;
240806;0500;34;;;
240806;0600;70;;;
240806;0700;179;;;
240806;0800;109;;;
240806;0900;111;;;
240806;1000;58;;;
240806;1100;57;;;
240806;1200;82;;;
240806;1300;21;;;
240806;1400;23;;;
240806;1500;47;;;
240806;1600;62;;;
240806;1700;68;;;
240806;1800;99;;;
240806;1900;85;;;
240806;2000;75;;;
240806;2100;154;;;
240806;2200;50;;;
240806;2300;44;;;
240807;0000;85;;;
240807;0100;100;;;
240807;0200;49;;;
240807;0300;33;;;
240807;0400;15;;;
240807;0500;13;;;
240807;0600;26;;;
240807;0700;46;;;
240807;0800;99;;;
240807;0900;43;;;
240807;1000;17;;;
240807;1100;25;;;
240807;1200;18;;;
240807;1300;11;;;
240807;1400;16;;;
240807;1500;10;;;
240807;1600;15;;;
240807;1700;78;;;
240807;1800;221;;;
240807;1900;360;;;
240807;2000;447;;;
240807;2100;309;;;
240807;2200;119;;;
240807;2300;53;;;
240808;0000;42;;;
240808;0100;37;;;
240808;0200;32;;;
240808;0300;26;;;
240808;0400;28;;;
240808;0500;25;;;
240808;0600;53;;;
240808;0700;81;;;
240808;0800;66;;;
240808;0900;38;;;
240808;1000;34;;;
240808;1100;23;;;
240808;1200;20;;;
240808;1300;17;;;
240808;1400;27;;;
240808;1500;30;;;
240808;1600;32;;;
240808;1700;28;;;
240808;1800;28;;;
240808;1900;43;;;
240808;2000;39;;;
240808;2100;39;;;
240808;2200;18;;;
240808;2300;46;;;
240809;0000;27;;;
240809;0100;35;;;
240809;0200;18;;;
240809;0300;7;;;
240809;0400;5;;;
240809;0500;2;;;
240809;0600;11;;;
240809;0700;31;;;
240809;0800;48;;;
240809;0900;30;;;
240809;1000;26;;;
240809;1100;36;;;
240809;1200;26;;;
240809;1300;18;;;
240809;1400;29;;;
240809;1500;42;;;
240809;1600;33;;;
240809;1700;41;;;
240809;1800;58;;;
240809;1900;64;;;
240809;2000;62;;;
240809;2100;45;;;
240809;2200;38;;;
240809;2300;30;;;
240810;0000;22;;;
240810;0100;21;;;
240810;0200;22;;;
240810;0300;8;;;
240810;0400;10;;;
240810;0500;12;;;
240810;0600;10;;;
240810;0700;13;;;
240810;0800;21;;;
240810;0900;17;;;
240810;1000;16;;;
240810;1100;17;;;
240810;1200;21;;;
240810;1300;24;;;
240810;1400;28;;;
240810;1500;24;;;
240810;1600;27;;;
240810;1700;30;;;
240810;1800;49;;;
240810;1900;80;;;
240810;2000;66;;;
240810;2100;33;;;
240810;2200;58;;;
240810;2300;29;;;
240811;0000;29;;;
240811;0100;38;;;
240811;0200;23;;;
240811;0300;11;;;
240811;0400;11;;;
240811;0500;19;;;
240811;0600;15;;;
240811;0700;14;;;
240811;0800;16;;;
240811;0900;18;;;
240811;1000;26;;;
240811;1100;17;;;
240811;1200;37;;;
240811;1300;27;;;
240811;1400;33;;;
240811;1500;31;;;
240811;1600;28;;;
240811;1700;23;;;
240811;1800;30;;;
240811;1900;39;;;
240811;2000;45;;;
240811;2100;28;;;
240811;2200;21;;;
240811;2300;22;;;
240812;0000;26;;;
240812;0100;9;;;
240812;0200;7;;;
240812;0300;4;;;
240812;0400;2;;;
240812;0500;4;;;
240812;0600;7;;;
240812;0700;14;;;
240812;0800;17;;;
240812;0900;18;;;
240812;1000;33;;;
240812;1100;11;;;
240812;1200;5;;;
240812;1300;7;;;
240812;1400;14;;;
240812;1500;35;;;
240812;1600;43;;;
240812;1700;49;;;
240812;1800;63;;;
240812;1900;70;;;
240812;2000;75;;;
240812;2100;39;;;
240812;2200;41;;;
240812;2300;150;;;
240813;0000;105;;;
240813;0100;24;;;
240813;0200;33;;;
240813;0300;23;;;
240813;0400;17;;;
240813;0500;6;;;
240813;0600;31;;;
240813;0700;65;;;
240813;0800;250;;;
240813;0900;185;;;
240813;1000;114;;;
240813;1100;22;;;
240813;1200;14;;;
240813;1300;27;;;
240813;1400;27;;;
240813;1500;23;;;
240813;1600;30;;;
240813;1700;52;;;
240813;1800;59;;;
240813;1900;84;;;
240813;2000;131;;;
240813;2100;205;;;
240813;2200;118;;;
240813;2300;266;;;
240814;0000;113;;;
240814;0100;34;;;
240814;0200;45;;;
240814;0300;19;;;
240814;0400;23;;;
240814;0500;14;;;
240814;0600;85;;;
240814;0700;118;;;
240814;0800;61;;;
240814;0900;22;;;
240814;1000;15;;;
240814;1100;14;;;
240814;1200;11;;;
240814;1300;8;;;
240814;1400;13;;;
240814;1500;11;;;
240814;1600;10;;;
240814;1700;30;;;
240814;1800;72;;;
240814;1900;101;;;
240814;2000;65;;;
240814;2100;53;;;
240814;2200;46;;;
240814;2300;41;;;
240815;0000;23;;;
240815;0100;15;;;
240815;0200;3;;;
240815;0300;8;;;
240815;0400;4;;;
240815;0500;7;;;
240815;0600;9;;;
240815;0700;6;;;
240815;0800;18;;;
240815;0900;14;;;
240815;1000;13;;;
240815;1100;11;;;
240815;1200;17;;;
240815;1300;16;;;
240815;1400;15;;;
240815;1500;21;;;
240815;1600;27;;;
240815;1700;45;;;
240815;1800;65;;;
240815;1900;48;;;
240815;2000;38;;;
240815;2100;72;;;
240815;2200;47;;;
240815;2300;25;;;
240816;0000;34;;;
240816;0100;24;;;
240816;0200;12;;;
240816;0300;26;;;
240816;0400;46;;;
240816;0500;51;;;
240816;0600;48;;;
240816;0700;44;;;
240816;0800;33;;;
240816;0900;75;;;
240816;1000;41;;;
240816;1100;26;;;
240816;1200;13;;;
240816;1300;28;;;
240816;1400;36;;;
240816;1500;20;;;
240816;1600;24;;;
240816;1700;46;;;
240816;1800;66;;;
240816;1900;56;;;
240816;2000;44;;;
240816;2100;71;;;
240816;2200;75;;;
240816;2300;158;;;
240817;0000;111;;;
240817;0100;40;;;
240817;0200;73;;;
240817;0300;68;;;
240817;0400;16;;;
240817;0500;15;;;
240817;0600;10;;;
240817;0700;19;;;
240817;0800;24;;;
240817;0900;19;;;
240817;1000;16;;;
240817;1100;20;;;
240817;1200;40;;;
240817;1300;33;;;
240817;1400;18;;;
240817;1500;23;;;
240817;1600;28;;;
240817;1700;40;;;
240817;1800;78;;;
240817;1900;41;;;
240817;2000;74;;;
240817;2100;114;;;
240817;2200;201;;;
240817;2300;162;;;
240818;0000;105;;;
240818;0100;117;;;
240818;0200;63;;;
240818;0300;86;;;
240818;0400;58;;;
240818;0500;87;;;
240818;0600;73;;;
240818;0700;103;;;
240818;0800;128;;;
240818;0900;87;;;
240818;1000;52;;;
240818;1100;16;;;
240818;1200;11;;;
240818;1300;9;;;
240818;1400;16;;;
240818;1500;16;;;
240818;1600;26;;;
240818;1700;44;;;
240818;1800;134;;;
240818;1900;140;;;
240818;2000;278;;;
240818;2100;241;;;
240818;2200;246;;;
240818;2300;177;;;
240819;0000;205;;;
240819;0100;131;;;
240819;0200;56;;;
240819;0300;47;;;
240819;0400;70;;;
240819;0500;66;;;
240819;0600;114;;;
240819;0700;174;;;
240819;0800;144;;;
240819;0900;139;;;
240819;1000;54;;;
240819;1100;53;;;
240819;1200;25;;;
240819;1300;20;;;
240819;1400;6;;;
240819;1500;11;;;
240819;1600;17;;;
240819;1700;33;;;
240819;1800;134;;;
240819;1900;108;;;
240819;2000;83;;;
240819;2100;104;;;
240819;2200;100;;;
240819;2300;209;;;
240820;0000;227;;;
240820;0100;232;;;
240820;0200;124;;;
240820;0300;105;;;
240820;0400;67;;;
240820;0500;120;;;
240820;0600;176;;;
240820;0700;336;;;
240820;0800;357;;;
240820;0900;182;;;
240820;1000;132;;;
240820;1100;106;;;
240820;1200;66;;;
240820;1300;19;;;
240820;1400;22;;;
240820;1500;27;;;
240820;1600;44;;;
240820;1700;56;;;
240820;1800;98;;;
240820;1900;116;;;
240820;2000;104;;;
240820;2100;231;;;
240820;2200;206;;;
240820;2300;68;;;
240821;0000;43;;;
240821;0100;43;;;
240821;0200;16;;;
240821;0300;14;;;
240821;0400;15;;;
240821;0500;5;;;
240821;0600;17;;;
240821;0700;38;;;
240821;0800;97;;;
240821;0900;83;;;
240821;1000;61;;;
240821;1100;100;;;
240821;1200;55;;;
240821;1300;51;;;
240821;1400;58;;;
240821;1500;65;;;
240821;1600;32;;;
240821;1700;77;;;
240821;1800;105;;;
240821;1900;144;;;
240821;2000;166;;;
240821;2100;76;;;
240821;2200;98;;;
240821;2300;106;;;
240822;0000;88;;;
240822;0100;108;;;
240822;0200;36;;;
240822;0300;44;;;
240822;0400;37;;;
240822;0500;48;;;
240822;0600;53;;;
240822;0700;118;;;
240822;0800;82;;;
240822;0900;79;;;
240822;1000;46;;;
240822;1100;22;;;
240822;1200;21;;;
240822;1300;21;;;
240822;1400;22;;;
240822;1500;15;;;
240822;1600;19;;;
240822;1700;37;;;
240822;1800;41;;;
240822;1900;88;;;
240822;2000;93;;;
240822;2100;68;;;
240822;2200;35;;;
240822;2300;35;;;
240823;0000;39;;;
240823;0100;16;;;
240823;0200;12;;;
240823;0300;18;;;
240823;0400;12;;;
240823;0500;8;;;
240823;0600;18;;;
240823;0700;109;;;
240823;0800;34;;;
240823;0900;16;;;
240823;1000;12;;;
240823;1100;18;;;
240823;1200;7;;;
240823;1300;8;;;
240823;1400;9;;;
240823;1500;17;;;
240823;1600;17;;;
240823;1700;44;;;
240823;1800;105;;;
240823;1900;72;;;
240823;2000;89;;;
240823;2100;55;;;
240823;2200;172;;;
240823;2300;93;;;
240824;0000;41;;;
240824;0100;65;;;
240824;0200;55;;;
240824;0300;21;;;
240824;0400;22;;;
240824;0500;16;;;
240824;0600;24;;;
240824;0700;45;;;
240824;0800;20;;;
240824;0900;25;;;
240824;1000;26;;;
240824;1100;11;;;
240824;1200;26;;;
240824;1300;24;;;
240824;1400;24;;;
240824;1500;13;;;
240824;1600;30;;;
240824;1700;36;;;
240824;1800;52;;;
240824;1900;39;;;
240824;2000;64;;;
240824;2100;170;;;
240824;2200;151;;;
240824;2300;97;;;
240825;0000;91;;;
240825;0100;17;;;
240825;0200;18;;;
240825;0300;35;;;
240825;0400;47;;;
240825;0500;20;;;
240825;0600;31;;;
240825;0700;73;;;
240825;0800;97;;;
240825;0900;93;;;
240825;1000;68;;;
240825;1100;51;;;
240825;1200;59;;;
240825;1300;70;;;
240825;1400;60;;;
240825;1500;58;;;
240825;1600;60;;;
240825;1700;83;;;
240825;1800;163;;;
240825;1900;208;;;
240825;2000;130;;;
240825;2100;174;;;
240825;2200;193;;;
240825;2300;47;;;
240826;0000;33;;;
240826;0100;25;;;
240826;0200;25;;;
240826;0300;3;;;
240826;0400;5;;;
240826;0500;7;;;
240826;0600;22;;;
240826;0700;38;;;
240826;0800;61;;;
240826;0900;19;;;
240826;1000;10;;;
240826;1100;11;;;
240826;1200;8;;;
240826;1300;13;;;
240826;1400;17;;;
240826;1500;11;;;
240826;1600;21;;;
240826;1700;25;;;
240826;1800;37;;;
240826;1900;36;;;
240826;2000;41;;;
240826;2100;43;;;
240826;2200;37;;;
240826;2300;23;;;
240827;0000;27;;;
240827;0100;14;;;
240827;0200;11;;;
240827;0300;7;;;
240827;0400;4;;;
240827;0500;20;;;
240827;0600;12;;;
240827;0700;38;;;
240827;0800;55;;;
240827;0900;23;;;
240827;1000;12;;;
240827;1100;12;;;
240827;1200;10;;;
240827;1300;;;;
240827;1400;42;;;
240827;1500;37;;;
240827;1600;26;;;
240827;1700;22;;;
240827;1800;43;;;
240827;1900;85;;;
240827;2000;153;;;
240827;2100;265;;;
240827;2200;52;;;
240827;2300;45;;;
240828;0000;32;;;
240828;0100;41;;;
240828;0200;23;;;
240828;0300;7;;;
240828;0400;5;;;
240828;0500;6;;;
240828;0600;14;;;
240828;0700;51;;;
240828;0800;42;;;
240828;0900;12;;;
240828;1000;14;;;
240828;1100;8;;;
240828;1200;11;;;
240828;1300;10;;;
240828;1400;11;;;
240828;1500;8;;;
240828;1600;18;;;
240828;1700;30;;;
240828;1800;30;;;
240828;1900;69;;;
240828;2000;112;;;
240828;2100;133;;;
240828;2200;111;;;
240828;2300;37;;;
240829;0000;19;;;
240829;0100;21;;;
240829;0200;40;;;
240829;0300;28;;;
240829;0400;16;;;
240829;0500;20;;;
240829;0600;36;;;
240829;0700;79;;;
240829;0800;44;;;
240829;0900;23;;;
240829;1000;13;;;
240829;1100;11;;;
240829;1200;12;;;
240829;1300;11;;;
240829;1400;8;;;
240829;1500;7;;;
240829;1600;12;;;
240829;1700;19;;;
240829;1800;66;;;
240829;1900;73;;;
240829;2000;156;;;
240829;2100;209;;;
240829;2200;184;;;
240829;2300;256;;;
240830;0000;231;;;
240830;0100;179;;;
240830;0200;91;;;
240830;0300;48;;;
240830;0400;33;;;
240830;0500;57;;;
240830;0600;67;;;
240830;0700;94;;;
240830;0800;213;;;
240830;0900;136;;;
240830;1000;85;;;
240830;1100;18;;;
240830;1200;2;;;
240830;1300;3;;;
240830;1400;5;;;
240830;1500;9;;;
240830;1600;19;;;
240830;1700;23;;;
240830;1800;39;;;
240830;1900;56;;;
240830;2000;120;;;
240830;2100;185;;;
240830;2200;125;;;
240830;2300;35;;;
240831;0000;44;;;
240831;0100;12;;;
240831;0200;16;;;
240831;0300;44;;;
240831;0400;40;;;
240831;0500;15;;;
240831;0600;17;;;
240831;0700;20;;;
240831;0800;38;;;
240831;0900;16;;;
240831;1000;15;;;
240831;1100;18;;;
240831;1200;14;;;
240831;1300;12;;;
240831;1400;15;;;
240831;1500;15;;;
240831;1600;17;;;
240831;1700;24;;;
240831;1800;28;;;
240831;1900;61;;;
240831;2000;33;;;
240831;2100;76;;;
240831;2200;52;;;
240831;2300;17;;;
240901;0000;8;;;
240901;0100;11;;;
240901;0200;10;;;
240901;0300;21;;;
240901;0400;11;;;
240901;0500;8;;;
240901;0600;13;;;
240901;0700;19;;;
240901;0800;27;;;
240901;0900;84;;;
240901;1000;61;;;
240901;1100;63;;;
240901;1200;88;;;
240901;1300;69;;;
240901;1400;43;;;
240901;1500;59;;;
240901;1600;35;;;
240901;1700;48;;;
240901;1800;54;;;
240901;1900;84;;;
240901;2000;121;;;
240901;2100;59;;;
240901;2200;41;;;
240901;2300;28;;;
240902;0000;15;;;
240902;0100;18;;;
240902;0200;22;;;
240902;0300;7;;;
240902;0400;14;;;
240902;0500;20;;;
240902;0600;100;;;
240902;0700;146;;;
240902;0800;35;;;
240902;0900;24;;;
240902;1000;23;;;
240902;1100;30;;;
240902;1200;12;;;
240902;1300;18;;;
240902;1400;18;;;
240902;1500;14;;;
240902;1600;18;;;
240902;1700;22;;;
240902;1800;42;;;
240902;1900;38;;;
240902;2000;26;;;
240902;2100;32;;;
240902;2200;21;;;
240902;2300;28;;;
240903;0000;19;;;
240903;0100;5;;;
240903;0200;4;;;
240903;0300;4;;;
240903;0400;3;;;
240903;0500;1;;;
240903;0600;1;;;
240903;0700;21;;;
240903;0800;18;;;
240903;0900;10;;;
240903;1000;6;;;
240903;1100;5;;;
